FEATURE,IMPORTANCE
SCHEDULED_DEPARTURE,0.009467803034877893
DEPARTURE_DELAY,0.8907350965952195
AIRLINE_INDEX,0.004217431148597981
DAY_OF_WEEK,1.2185090611167104E-4
TAXI_OUT,0.08753094226472287
DISTANCE,0.006136760254549812
MONTH,0.0017901157959203562
